게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
14304,[일반],54기로써 느끼는 선생님들 체감,"국어(ㅈㅈㄱ,ㅇㅈㄱ)ㅈㅈㄱ쌤 내기준 개고트ㅇㅇ 남자애들 특유의 특성을 잘 아시고 개개인별로 잘 챙겨주시는듯 ㅇㅈㄱ쌤은 우리반은 안들어와서 잘 모르겠긴한데 국어쌤인데 국어를 못하신다 들었음 영어(ㅊㄷㅇ):일단 언어적으로 천재이신듯 첫시간에 스페인어인가 프랑스어 하시는데 노무잘하셔서 쌀뻔함 그리고 나만 그런건진 모르겠는데 잘생겨서 볼때마다 설렘 수행도 할만함 수학(ㅅㅎㅇ,ㅇㅌㅎ,ㄱㅌㅎ) 난 ㅅㅎㅇ쌤 들어오는데 평범함 근데 수업 들을때마다 ㅈㄴ졸려서 운지마려움 참고로 야자시간에 패드로 유튭 보다가 이쌤한테 걸렸는데 그냥 넘어가주셔서 감사했음..ㄱㅌㅎ쌤은 잘 모르긴한데 소리지르시는것밖에 못봐서 좀 무서움 ㅇㅌㅎ쌤 보청기?같은거 끼고다시니고 이쌤시간때 계속 자서 잘 ㅁㄹ겟 사회(ㅇㅇㄱ,ㄴㅊㅎ,ㅁㅈㅁ):일단 중학교에 있다가 대신고 와서 느낀건 수행도 있지만 수업이 발표 위주라는거임 개학하고 처음 교과 시간이 ㅇㅇㄱ쌤이였는데 여기가 대신고구나 느꼈음.. ㄴㅊㅎ쌤은 프린트가 존나 많아서 너무힘듦..그래도 배경화면에 애기 볼때마다 미소가 지어진다능ㅎㅎ ㅁㅈㅁ쌤은 이번에 처음 오신걸로 알고있는데 중학교때 한명씩 계시던 인자한 여자쌤느낌 과학(ㅂㅅㅎ,ㅇㅎㅌ) 대신고 오기 전 디시로 학교생활 예습을 했는데 ㅂㅅㅎㅂㅅㅎ 할때 그 ㅂㅅㅎ이 이사람이라는걸 알게되었음 그 한동훈? 닮은거같고 말이 굉장히 느리심 도라에몽손 만드는걸 좋아하는거같고 거기 반 얘기 들어보니까 종례가 매우 늦고 유도리가 뒤졌다함 난 개인적으로 귀여움 ㅇㅎㅌ쌤은 ㅍㅌㅊ? 릴스 많이보심 한국사(ㅊㅈㅁ,ㅈㅎㅎ) 일단 ㅊㅈㅁ쌤은 수행 무조건 만점인데 피드백을 잘 안해주심 ㅈㅎㅎ쌤은 피드백도 잘해주시고 생기부도 고트이신듯 말 잘들으면 이쁨받을거같음 여담)ㄱㅎㅈㄱㅎㅈ할때 그 ㄱㅎㅈ 실제로 봤는데 이상한 관상은 아니던데 그정도로 ㅂㅅ인진 모르겟음 2학기때 미술이 기대되노 이상이고 긴글 읽어줘서 고맙습니노",오량인 (112.148) 2026.04.12 18:44:44 스크랩 조회 1353 추천 29 댓글 7,29,1353,2026.04.12 18:44:44,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14304&page=5
14303,[일반],08)글 보니까 DDC 이거이거,OBL 냄새 나는데 ㅋㅋ,오량인 (116.33) 2026.04.12 18:07:46 스크랩 조회 439 추천 2 댓글 1,2,439,2026.04.12 18:07:46,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14303&page=5
14302,[일반],생기부 관리,1학년 생기부 ai티 존나나서 좆된거같은데 2학년은 어떻게 잡아가야하나요,오량인 (118.235) 2026.04.12 11:02:06 스크랩 조회 437 추천 0 댓글 1,0,437,2026.04.12 11:02:06,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14302&page=5
14299,[일반],수학 4인데 5등급제 2까지는 열심히해서 가능한가요,- dc official App,오량인 (118.42) 2026.04.11 20:35:36 스크랩 조회 545 추천 0 댓글 5,0,545,2026.04.11 20:35:36,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14299&page=5
14301,[일반],1학년 사회 쌤 완전히 잘못 걸린 듯,"ㄴㅊㅎ쌤은 과학 쌤이 되고 싶은 거 같음 아니 지리 중요한 거 알겠는데 판 구조론이랑 지질 시대 등 등 지구과학에서 배우는 걸 왜 배우는데;; 모의고사 위한 거라는데 사회 모의고사가 아니고 지구과학 모의고사를 준비시켜줌 인간 중심주의, 생태 중심주의를 배우는 게 더 모고에 중요할 거 같은데 이건 배우지도 않음 - dc official App",오량인 (1.245) 2026.04.11 22:43:50 스크랩 조회 999 추천 12 댓글 19,12,999,2026.04.11 22:43:50,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14301&page=5
14297,[일반],54기 모고,수학 국어 1등급이 다 30명 넘는다네,오량인 (117.111) 2026.04.11 16:18:23 스크랩 조회 484 추천 3 댓글 0,3,484,2026.04.11 16:18:23,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14297&page=5
14292,[일반],수학 ㅇㅌㅎ 물리 ㅂㅎㅈ 비교,"ㅇㅌㅎ: 사고과정서술평가라는 괴상한 수행평가를 들고 와 매번 욕을 먹지만 특유의 널널한 채점기준으로 민심이 올라갔다 내려갔다를 반복함.(주로 수행 공지, 실시 당시에 욕을 먹고 점수 공개 때는 민심을 어느정도 회복함.) ㅂㅎㅈ: 다른 선생님들은 길어야 2시간 안에 끝내는 독서 수행을(문학, 독서처럼 책을 주제로 보고서를 쓰는 것들은 제외) 순수 타이핑으로만 5시간+타이핑으로 해놓고 그걸 또 손으로 종이에 쓰라는 ㅂㅅ같은 방식으로 운영함.+ 자꾸 돌아다니면서 수업 분위기를 스스로 망침 결론: ㅇㅌㅎ는 이상한 수행을 만들어 쉽게하고, ㅂㅎㅈ은 쉬운 수행도 이상하게 한다.",ㅇㅇ (175.223) 2026.04.10 17:05:11 스크랩 조회 715 추천 25 댓글 2,25,715,2026.04.10 17:05:11,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14292&page=5
14294,[일반],이정도 됐으면 독서 완전폐지하자,ddc못하게 하는건 ㄹㅇ 말이되냐 동의안함하면 대신고 생활 나락갈듯 ㅋㅋㅋ 1학년때는 cip1차 없이도 잘했으면서 이제와서 이러는게 웃음벨이네 이거 또 민원들어가면 교육청감사 뜨는거 아니노,오량인 (122.153) 2026.04.10 22:13:59 스크랩 조회 671 추천 20 댓글 0,20,671,2026.04.10 22:13:59,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14294&page=5
14291,[일반],우리학교 화장실은,뭔 모텔 아님 딸방 대용이노? 5교시 자율시간에 4층 끝 화장실 2번째 변기칸에서 왜 신음소리 내면서 싸고 있더라 ㅈㅇ 사건에 ㅅㅅ 사건에 이정도면 ㅆ 화장실이 아님,오량인 (14.50) 2026.04.10 15:38:42 스크랩 조회 539 추천 5 댓글 0,5,539,2026.04.10 15:38:42,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14291&page=5
14288,[일반],기숙사 ㅇㄱㅈㅉㅇㅇ?,기숙사 사감쌤이랑 얘기할 수 있는 기회가 생겨서 요즘 기숙사 관련한 말씀 많이 듣고왔는데 이제 생일이면 입구에 누구 생일이라고 사진 올리고 축하해주는거 이제 사라짐?? 이걸 싫어하는 애들이 더 많았다는게 난 신기했네 +) 추가로 이번에 생긴 기숙사 작은도서관 어떻게 애들 잘 쓰고 있는지 궁금하네 얘기들어보니깐 사감쌤 사비로 몇십만원 들어서 운영하신다는데 (가격 얘기하긴 힘든데 암튼 많음)  잘 애용하시길 사진 하나 올려봄,H__ 2026.04.09 22:50:00 스크랩 조회 676 추천 7 댓글 2,7,676,2026.04.09 22:50:00,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14288&page=5
14289,[일반],자꾸 ㄸ쳤다고 오해하는데,그게 아니고 관계한거임 둘이 같이 화장실 들어가더니 퍽퍽 소리 나더라 - dc official App,오량인 (64.34) 2026.04.09 23:12:20 스크랩 조회 891 추천 15 댓글 0,15,891,2026.04.09 23:12:20,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14289&page=5
14287,[질문],자주반 신청,1학년 자주반 신청 어떻게하나요?,오량인 (14.50) 2026.04.09 17:01:30 스크랩 조회 552 추천 0 댓글 1,0,552,2026.04.09 17:01:30,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14287&page=5
14286,[일반],ㅇ,ㅇ,오량인 (14.50) 2026.04.09 13:52:24 스크랩 조회 365 추천 1 댓글 0,1,365,2026.04.09 13:52:24,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14286&page=5
14285,[일반],3층 화장실 ㄸ친 새끼,본인 똥싸려고 화장실 갔는데 3번째 칸에 ㄲ털 조금 떨어져있고 바닥에 ㅈ액 있었음 진짜 학교와서 왜 그러냐,오량인 (14.50) 2026.04.09 12:39:43 스크랩 조회 779 추천 6 댓글 1,6,779,2026.04.09 12:39:43,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14285&page=5
14283,[일반],요즘 봉고 이슈가 많노,다 좋은데 뒤에 사람 있으면 의자만은 젖히지 마라 앞에 ㅇㅇㅊ 떡밥이 굴렀다지만 그거 말고도 둔산쪽 버스 타는 놈들 중에도 의자 젖히는 ㅅㄲ 하나 있다,오량인 (14.50) 2026.04.09 08:15:28 스크랩 조회 440 추천 1 댓글 0,1,440,2026.04.09 08:15:28,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14283&page=5
14284,[일반],오늘 도안 봉고 탄 1학년인데,갑자기 어떤 선배님이 뭐라뭐라 하던데 뒷자리라 잘 못들음요 혹시 뭔일인지 아는분???,오량인 (14.50) 2026.04.09 08:18:26 스크랩 조회 616 추천 0 댓글 1,0,616,2026.04.09 08:18:26,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14284&page=5
14282,[일반],봉고에서 누가오면 옆에 가방좀 제발 좀 치워라,가뜩이나 사람도 많은데 애들 눈치보게 하고싶냐? 걍 좀 누구 오면 치워주든가해라좀제발 - dc official App,오량인 (110.8) 2026.04.09 06:49:04 스크랩 조회 461 추천 10 댓글 0,10,461,2026.04.09 06:49:04,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14282&page=5
14281,[정보],대성>>>대신,대신>>>대성,오량인 (39.119) 2026.04.09 03:03:47 스크랩 조회 601 추천 1 댓글 2,1,601,2026.04.09 03:03:47,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14281&page=5
14280,[일반],08 ㅊㅈㅂ,프젝실에서 R&E준비하는데 ㅅㅂ 좀 닥쳐라 가오 잡으면서 1학년한테 짬 때리니 뭐니 걍 말 ㅈㄴ많네 목소리는 또 뒤지게 커서 다 쳐 들리고 ㅅㅂ,오량인 (106.101) 2026.04.08 20:37:02 스크랩 조회 979 추천 48 댓글 5,48,979,2026.04.08 20:37:02,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14280&page=5
14278,[일반],버스 3학년 5반 ㅇㅇㅊ 아니냐,ㅇㅇ 깝치지 말아라,오량인 (39.7) 2026.04.08 15:35:13 스크랩 조회 837 추천 10 댓글 5,10,837,2026.04.08 15:35:13,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14278&page=5
14276,[일반],한라 3단지에서 버스 타는 1학년인데,앞글에 말 나왔지만 아침에 셔틀 한라비발디 3단지에서 타시는 올림머리 3학년 선배님 제발 의자 뒤로 젖히지좀 말아주세요 사람이 없으면 얼마나 젖히든 상관없겠지만 애들도 많이 타고 뒤에 누가봐도 사람이 앉아 있는데다가 가뜩이나 좁은 공간에 가방도 앞에 놓아야 하는데 자리 앉자마자 당당하게 의자부터 확 젖히시면 아는 3학년 선배님이면 뭐라할수있어도 저희는 선배님이라 뭐라 하기도 애매해서 등교길 다리 눌린채로 계속 불편하게 갈 수밖에 없어요 3번 당한 사람으로서 진짜 정중하게 부탁드립니다,오량인 (14.50) 2026.04.08 11:14:48 스크랩 조회 650 추천 15 댓글 1,15,650,2026.04.08 11:14:48,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14276&page=5
14274,[일반],뭐야 같은 버스인가,ㅆㅂ 허리 한 120도로 젖히고 주무셔서 다리 부러지는 줄 알았다...고개 쳐박고 주무실거면 허리 왜 젖히세요?,오량인 (112.150) 2026.04.08 00:49:30 스크랩 조회 529 추천 9 댓글 1,9,529,2026.04.08 00:49:30,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14274&page=5
14273,[일반],대신고 특,ㅅㅂ 반에 개찐따들끼리 몰려다니면서 꼽주는데 제발 그만 나대면 안되냐 메타인지 존나 안되는 새끼들이 시발가오잡는거 아오 반마다 이런 무리 하나씩 있는거 같음ㅇㅇ..,오량인 (112.148) 2026.04.07 23:13:47 스크랩 조회 865 추천 27 댓글 2,27,865,2026.04.07 23:13:47,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14273&page=5
14275,[일반],아리스토텔레스는 틀린거냐?,과탐실 실험하는데 골프공이 탁구공보다 0.2초더 빠르던대 결과에 뭐라써야함? 아리스토텔레스가 틀렸다고써야함? 0.2초차이난다고만 써야함?,오량인 (14.50) 2026.04.08 10:08:04 스크랩 조회 542 추천 4 댓글 5,4,542,2026.04.08 10:08:04,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14275&page=5
14271,[일반],빠바빠빠,ㅁㅇㅋ ㅇㄹㅅㄴ ㅈㄷㅂㄹㅇ ㅂㄷ ㅁㅅㅎ ㅅㅅㅇ ㅃㅇㄷ ㅋㅋㅋㅋㅋ,오량인 (14.50) 2026.04.07 08:12:40 스크랩 조회 368 추천 0 댓글 0,0,368,2026.04.07 08:12:40,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14271&page=5
14272,[일반],아침 도안쪽 학교버스 타는 2학년인데 같은짓 5번 당해서 글 올립니다,항상 버스 중간에서 뒤쪽 자리 앉으면서 의자 등받이 이빠이 젖히시는 입 튀어나오고 머리 올리고 안경 쓰고 거북목 있는 3학년 선배님 계속 보니까 뒷자리에 사람 있든 없든 이러시던데 민폐행동 작작 좀 해주세요 뒷자리 ㅈㄴ 좁아집니다,오량인 (14.50) 2026.04.07 09:06:48 스크랩 조회 1067 추천 16 댓글 3,16,1067,2026.04.07 09:06:48,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14272&page=5
14270,[일반],끝쪽 화장실 노을이 레전드임,오줌싸면서 노을보다가 힘풀려서 똥싼적이 한두번이 아님… - dc official App,오량인 (110.8) 2026.04.06 22:51:19 스크랩 조회 505 추천 6 댓글 0,6,505,2026.04.06 22:51:19,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14270&page=5
14269,[일반],씨아이피일차,조트면개추 ㅋㅋ,오량인 (14.50) 2026.04.06 17:31:05 스크랩 조회 491 추천 9 댓글 1,9,491,2026.04.06 17:31:05,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14269&page=5
14268,[일반],공부할 때 듣는,노래 추천 좀 - dc official App,오량인 (64.34) 2026.04.06 00:01:21 스크랩 조회 553 추천 1 댓글 2,1,553,2026.04.06 00:01:21,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14268&page=5
14267,[일반],마참내 정상화,드디어 학생회 올라오는 석식표 안기다리고 미리 볼 수 있는건가 드디어 미리 평가계획표 확인 할 수 있는건가,오량인 (125.138) 2026.04.05 23:51:41 스크랩 조회 557 추천 3 댓글 0,3,557,2026.04.05 23:51:41,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14267&page=5
14265,[일반],과탐실 수행 기억나시는선배님 조언해주실수 있나요,첫번째 과탐실 수행인데 측정 기준을 조사하는 과정을 담은 영상이라는데 이게 그냥 검색하고 사이트 들어가는 영상 찍어서 편집하면 되는건가요?? - dc official App,오량인 (110.8) 2026.04.05 23:17:25 스크랩 조회 450 추천 0 댓글 1,0,450,2026.04.05 23:17:25,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14265&page=5
14264,[일반],통합과학,시대인재(ㄱㅅㅎ) vs 더브코(ㅇㅎㅈ) 어디가 더 좋나요 진지해요ㅜㅜ 전 시대인재 더 가고싶은데 어디가 더 좋은지 궁금합니다,오량인 (106.101) 2026.04.05 22:29:37 스크랩 조회 473 추천 0 댓글 2,0,473,2026.04.05 22:29:37,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14264&page=5
14263,[일반],내 친구 제니 닮았는데 소개 받을 사람?,- dc official App,오량인 (1.245) 2026.04.05 21:12:02 스크랩 조회 552 추천 9 댓글 0,9,552,2026.04.05 21:12:02,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14263&page=5
14262,[일반],국가수준 학업성취도평가,제목 그대로임 9월 4일에 9모 보고 2일 뒤에 바로 하는건데 이게 도대체 뭐인지... 다른학교 학사일정 보면 이거 없던데 왜 우리학교에서 하는건지 모르겠음,오량인 (125.138) 2026.04.05 14:54:20 스크랩 조회 382 추천 0 댓글 0,0,382,2026.04.05 14:54:20,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14262&page=5
14258,[일반],동아리 멘토링 해도 좋은가요?,해보고 싶은게 많은데 혼자서는 힘들거 같아서 그런데 해봐도 괜찮겠죠?,오량인 (1.245) 2026.04.04 00:53:13 스크랩 조회 506 추천 2 댓글 3,2,506,2026.04.04 00:53:13,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14258&page=6
14254,[일반],근데 스템이 좆박았다기엔,파액을 제외한 동아리들보단 활동력이 높은거같은디 뭐땜에 이렇게 역바이럴당하는거임,오량인 (106.101) 2026.04.03 16:24:38 스크랩 조회 571 추천 8 댓글 1,8,571,2026.04.03 16:24:38,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14254&page=6
14257,[일반],저 이곳이랑 ㅈ도 상관 없는 고교 졸업생인데,이곳 나무위키 문서에 신교사 짓고 남녀공학 된다는데 사실인가요?,오량인 (211.206) 2026.04.03 22:36:09 스크랩 조회 720 추천 1 댓글 3,1,720,2026.04.03 22:36:09,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14257&page=6
14261,[일반],선배님들,혹시 영어듣기 능력평가 하나요? - dc official App,오량인 (1.245) 2026.04.04 17:24:25 스크랩 조회 692 추천 0 댓글 6,0,692,2026.04.04 17:24:25,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14261&page=6
14255,[일반],스테,스테 정도면 우월한거 맞는데 왜 그러냐 반박시 내말 맞음,오량인 (1.245) 2026.04.03 20:13:07 스크랩 조회 587 추천 14 댓글 2,14,587,2026.04.03 20:13:07,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14255&page=6
14256,[일반],아니하지말라,모스,오량인 (106.249) 2026.04.03 21:56:53 스크랩 조회 416 추천 4 댓글 0,4,416,2026.04.03 21:56:53,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14256&page=6
14259,[일반],스템,현실에서는 애들사이에서 인정받는 동아리인데 온라인이라고 여기서 뒷창까는거 존나 ㅂㅅ같노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,오량인 (211.230) 2026.04.04 07:53:05 스크랩 조회 874 추천 34 댓글 9,34,874,2026.04.04 07:53:05,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14259&page=6
14260,[일반],저는 미래에서 왔습니다,"- 대신고든 2027년 자사고의 지위에서 벗어나 과학고의 지위를 얻게됩니다. - 매년 서울대 합격자를 2027년부터 꾸준히 15명 이상씩 배출합니다. - 그리고 마지막 - 지구전체의 영장류를 통틀어 가장 위대한, GOAT 그가 월드컵을 들어올립니다 SIUUU",오량인 (106.101) 2026.04.04 14:51:16 스크랩 조회 825 추천 15 댓글 0,15,825,2026.04.04 14:51:16,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14260&page=6
